date,open,high,low,close,volume,oscillator,phase,amplitude,phase_quadrant,signal,position,signal_strength,confidence
2015-10-13,66.6201,66.9399,66.2601,18.4214,26575200,0.2248424999999976,1.5174923819800885,4.220119367291424,Quadrante 3 (Picco -> Discesa),HOLD,0,20.270862316613663,LOW
2015-10-14,66.6099,67.95,60.0201,16.5718,242694300,0.15728250000000443,1.5180889919618445,2.98545444501652,Quadrante 3 (Picco -> Discesa),HOLD,0,14.325649157753862,LOW
2015-10-15,59.7,60.4701,58.6101,16.3786,138760500,0.0846825000000031,1.5435294855318162,3.106080143016383,Quadrante 3 (Picco -> Discesa),HOLD,0,14.906491355590079,LOW
2015-10-16,59.4699,59.49,58.3701,16.2571,78585300,-0.017597499999997268,1.5770769962128517,2.801869438379087,Quadrante 4 (Discesa -> Minimo),HOLD,0,13.441642511465412,LOW
2015-10-19,58.7901,59.3001,58.5,16.2461,53417400,-0.158317499999999,1.6252979463585588,2.9062605268577837,Quadrante 4 (Discesa -> Minimo),HOLD,0,27.509365351637722,LOW
2015-10-20,58.86,59.0001,58.5699,16.2184,31271100,-0.31373749999999845,1.6854338069160082,2.742783001166188,Quadrante 4 (Discesa -> Minimo),HOLD,0,25.790137407537564,LOW
2015-10-21,58.8,59.04,58.5699,16.1881,39352800,-0.49607750000000195,1.7486136241526213,2.8045720429333936,Quadrante 4 (Discesa -> Minimo),HOLD,0,26.24695767065224,LOW
2015-10-22,58.9401,59.9601,58.6401,16.2598,43765500,-0.675450000000005,1.8269941366300975,2.665503266110087,Quadrante 4 (Discesa -> Minimo),HOLD,0,24.81602262902669,LOW
2015-10-23,59.19,59.28,58.2201,16.0942,39121800,-0.8533749999999998,1.8949096977734925,2.6796218312611537,Quadrante 4 (Discesa -> Minimo),HOLD,0,24.880049904343018,LOW
2015-10-26,58.4001,58.4499,57.9699,16.0169,32519400,-1.0515849999999993,1.992452829909979,2.5694010373036535,Quadrante 4 (Discesa -> Minimo),HOLD,0,23.758681738495806,LOW
2015-10-27,58.0101,58.0401,57.3801,15.8679,31534200,-1.2569000000000017,2.100118887779525,2.4891636221480193,Quadrante 4 (Discesa -> Minimo),HOLD,0,22.89024888117507,LOW
2015-10-28,57.66,57.72,57.1599,15.912,35504100,-1.280230000000003,2.1881933856369566,2.211431084284483,Quadrante 4 (Discesa -> Minimo),HOLD,0,20.267864196285917,LOW
2015-10-29,57.72,58.1199,57.48,16.0004,38566500,-1.2733300000000014,2.2218692004461547,2.101065400257329,Quadrante 4 (Discesa -> Minimo),HOLD,0,19.316827734983963,LOW
